Individuo,Objetivo 1,Objetivo 2,Objetivo 3,Usuario,Movie ID,Movie Title,Predicted Rating,Movie Profit,User-Movie Profit
133,78.95591492877622,5.864262990455991,83.27421388296348,659,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),4.088459359385734,7.923076923076923,6.478635600257394
133,78.95591492877622,5.864262990455991,83.27421388296348,659,1131,Safe (1995),5,10.0,10.0
133,78.95591492877622,5.864262990455991,83.27421388296348,659,8,Babe (1995),3.7571256903399335,9.301369863013699,6.989283133536479
133,78.95591492877622,5.864262990455991,83.27421388296348,659,9,Dead Man Walking (1995),4.336367736543016,9.127090301003344,7.915683981957117
133,78.95591492877622,5.864262990455991,83.27421388296348,659,1428,SubUrbia (1997),5,10.0,10.0
133,78.95591492877622,5.864262990455991,83.27421388296348,659,867,"Whole Wide World, The (1996)",4.884045981765851,10.0,9.768091963531703
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,1,Toy Story (1995),3.8688029505942096,9.303097345132743,7.198370091702943
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,2,GoldenEye (1995),2.960815969235358,8.282442748091604,4.904557750565441
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,3,Four Rooms (1995),2.3633073715679336,6.9,3.2613641727637486
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,4,Get Shorty (1995),2.9825949384690214,8.708133971291867,5.194567261257052
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,867,"Whole Wide World, The (1996)",4.478844169246646,10.0,8.957688338493291
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,5,Copycat (1995),3.415884536560975,8.430232558139535,5.759340206992341
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,1169,Fresh (1994),4.478844169246646,10.0,8.957688338493291
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,1449,Pather Panchali (1955),4.478844169246646,10.0,8.957688338493291
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.5964912280701755,7.923076923076923,5.699055330634279
152,83.64455666532228,1.0710498409331919,82.26313496864498,753,1456,Beat the Devil (1954),4.478844169246646,10.0,8.957688338493291
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1463,"Boys, Les (1997)",New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1679,B. Monkey (1998),New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1597,Romper Stomper (1992),New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1201,Marlene Dietrich: Shadow and Light (1996),New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1661,"New Age, The (1994)",New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1532,Foreign Student (1994),New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1640,"Eighth Day, The (1996)",New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,598,"Big Squeeze, The (1996)",New comer,New comer,New comer
171,19.13894433864183,91.87698833510073,10.352578102801807,847,1660,Small Faces (1995),New comer,New comer,New comer
190,68.69099446564209,16.097560975609756,81.65202867056057,941,2,GoldenEye (1995),4.045454545454546,8.282442748091604,6.701249132546844
190,68.69099446564209,16.097560975609756,81.65202867056057,941,3,Four Rooms (1995),3.7910863462771216,6.9,5.231699157862428
190,68.69099446564209,16.097560975609756,81.65202867056057,941,4,Get Shorty (1995),2.778872311149936,8.708133971291867,4.839758474921419
190,68.69099446564209,16.097560975609756,81.65202867056057,941,5,Copycat (1995),4.045454545454546,8.430232558139535,6.820824524312897
190,68.69099446564209,16.097560975609756,81.65202867056057,941,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),4.045454545454546,7.923076923076923,6.410489510489511
190,68.69099446564209,16.097560975609756,81.65202867056057,941,8,Babe (1995),5,9.301369863013699,9.301369863013699
190,68.69099446564209,16.097560975609756,81.65202867056057,941,9,Dead Man Walking (1995),4.288719348415928,9.127090301003344,7.828705753730478
190,68.69099446564209,16.097560975609756,81.65202867056057,941,10,Richard III (1995),4.5270847558556,9.089887640449438,8.230138353903776
190,68.69099446564209,16.097560975609756,81.65202867056057,941,11,Seven (Se7en) (1995),4.856391723249938,8.817796610169491,8.564534894985695
190,68.69099446564209,16.097560975609756,81.65202867056057,941,12,"Usual Suspects, The (1995)",5,9.696629213483146,9.696629213483146
